candidate_id,proposed_url,page_type,cluster,parent_url,commercial_parent,primary_intent,secondary_intents,district,brand,series,model,condition,gsc_evidence,gsc_clicks,gsc_impressions,gsc_position,commercial_value,local_value,topical_value,unique_content,internal_link_value,positive_score,cannibalization_risk,doorway_risk,thin_content_risk,uniqueness_source,required_inlinks,recommended_outlinks,priority,release_wave,status,reason,locked_core_cluster,cluster_lock_state
B0-0281,/บริการ/รับซื้อ-msi-stealth-อุบล/,series,Series/Notebook,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,รับซื้อ MSI Stealth อุบล,,,MSI,MSI Stealth,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,ซีรีส์มี positioning และสเปก CPU/GPU/จอ/บอดี้ต่างกัน ใช้เกณฑ์ประเมินเฉพาะ family ไม่ใช่เปลี่ยนชื่อแบรนด์,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/; /บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,P2,W2C,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0282,/บริการ/รับซื้อ-msi-raider-อุบล/,series,Series/Notebook,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,รับซื้อ MSI Raider อุบล,,,MSI,MSI Raider,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,ซีรีส์มี positioning และสเปก CPU/GPU/จอ/บอดี้ต่างกัน ใช้เกณฑ์ประเมินเฉพาะ family ไม่ใช่เปลี่ยนชื่อแบรนด์,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/; /บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,P2,W2C,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0283,/บริการ/รับซื้อ-msi-vector-อุบล/,series,Series/Notebook,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,รับซื้อ MSI Vector อุบล,,,MSI,MSI Vector,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,ซีรีส์มี positioning และสเปก CPU/GPU/จอ/บอดี้ต่างกัน ใช้เกณฑ์ประเมินเฉพาะ family ไม่ใช่เปลี่ยนชื่อแบรนด์,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-msi-อุบล/; /บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,P2,W2C,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0284,/บริการ/รับซื้อ-rtx-50-series-อุบล/,series,Series/GPU,/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อ-rtx-อุบล/,รับซื้อ NVIDIA RTX 50 Series อุบล,,,NVIDIA,NVIDIA RTX 50 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/; /บทความ/gpu-second-hand/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,pc_hardware,LOCKED
B0-0285,/บริการ/รับซื้อ-rtx-40-series-อุบล/,series,Series/GPU,/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อ-rtx-อุบล/,รับซื้อ NVIDIA RTX 40 Series อุบล,,,NVIDIA,NVIDIA RTX 40 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/; /บทความ/gpu-second-hand/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,pc_hardware,LOCKED
B0-0286,/บริการ/รับซื้อ-rtx-30-series-อุบล/,series,Series/GPU,/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อ-rtx-อุบล/,รับซื้อ NVIDIA RTX 30 Series อุบล,,,NVIDIA,NVIDIA RTX 30 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/; /บทความ/gpu-second-hand/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,pc_hardware,LOCKED
B0-0287,/บริการ/รับซื้อ-gtx-16-series-อุบล/,series,Series/GPU,/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อ-rtx-อุบล/,รับซื้อ NVIDIA GTX 16 Series อุบล,,,NVIDIA,NVIDIA GTX 16 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"generation, VRAM, power/connector, warranty/serial, benchmark/condition และความต้องการตลาดต่างกัน",/บริการ/รับซื้อ-rtx-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/; /บทความ/gpu-second-hand/,P2,W2C,READY,Qualified architecture candidate; implement only with unique page content.,pc_hardware,LOCKED
B0-0288,/บริการ/รับซื้อ-radeon-rx-9000-series-อุบล/,series,Series/GPU,/บริการ/รับซื้อการ์ดจอ-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/,รับซื้อ AMD Radeon RX 9000 Series อุบล,,,AMD,AMD Radeon RX 9000 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"generation, VRAM, power/connector, warranty/serial, benchmark/condition และความต้องการตลาดต่างกัน",/บริการ/รับซื้อการ์ดจอ-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/; /บทความ/gpu-second-hand/,P2,W2B,READY,Qualified architecture candidate; implement only with unique page content.,pc_hardware,LOCKED
B0-0289,/บริการ/รับซื้อ-radeon-rx-7000-series-อุบล/,series,Series/GPU,/บริการ/รับซื้อการ์ดจอ-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/,รับซื้อ AMD Radeon RX 7000 Series อุบล,,,AMD,AMD Radeon RX 7000 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อการ์ดจอ-อุบล/,/บริการ/รับซื้อการ์ดจอ-อุบล/; /บทความ/gpu-second-hand/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,pc_hardware,LOCKED
B0-0290,/บริการ/รับซื้อกล้อง-sony-a7-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-sony-อุบล/,/บริการ/รับซื้อกล้อง-sony-อุบล/,รับซื้อ Sony A7 Series อุบล,,,Sony,Sony A7 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อกล้อง-sony-อุบล/,/บริการ/รับซื้อกล้อง-sony-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,camera,LOCKED
B0-0291,/บริการ/รับซื้อกล้อง-sony-a6000-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-sony-อุบล/,/บริการ/รับซื้อกล้อง-sony-อุบล/,รับซื้อ Sony A6000 Series อุบล,,,Sony,Sony A6000 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"mount/sensor/body generation, shutter count, EVF/LCD, sensor condition และอุปกรณ์ของ series",/บริการ/รับซื้อกล้อง-sony-อุบล/,/บริการ/รับซื้อกล้อง-sony-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P2,W2B,READY,Qualified architecture candidate; implement only with unique page content.,camera,LOCKED
B0-0292,/บริการ/รับซื้อกล้อง-sony-zv-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-sony-อุบล/,/บริการ/รับซื้อกล้อง-sony-อุบล/,รับซื้อ Sony ZV Series อุบล,,,Sony,Sony ZV Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อกล้อง-sony-อุบล/,/บริการ/รับซื้อกล้อง-sony-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,camera,LOCKED
B0-0293,/บริการ/รับซื้อกล้อง-canon-eos-r-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-canon-อุบล/,/บริการ/รับซื้อกล้อง-canon-อุบล/,รับซื้อ Canon EOS R Series อุบล,,,Canon,Canon EOS R Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อกล้อง-canon-อุบล/,/บริการ/รับซื้อกล้อง-canon-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,camera,LOCKED
B0-0294,/บริการ/รับซื้อกล้อง-canon-eos-dslr-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-canon-อุบล/,/บริการ/รับซื้อกล้อง-canon-อุบล/,รับซื้อ Canon EOS DSLR Series อุบล,,,Canon,Canon EOS DSLR Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"mount/sensor/body generation, shutter count, EVF/LCD, sensor condition และอุปกรณ์ของ series",/บริการ/รับซื้อกล้อง-canon-อุบล/,/บริการ/รับซื้อกล้อง-canon-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P2,W2C,READY,Qualified architecture candidate; implement only with unique page content.,camera,LOCKED
B0-0295,/บริการ/รับซื้อกล้อง-nikon-z-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-nikon-อุบล/,/บริการ/รับซื้อกล้อง-nikon-อุบล/,รับซื้อ Nikon Z Series อุบล,,,Nikon,Nikon Z Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"mount/sensor/body generation, shutter count, EVF/LCD, sensor condition และอุปกรณ์ของ series",/บริการ/รับซื้อกล้อง-nikon-อุบล/,/บริการ/รับซื้อกล้อง-nikon-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P2,W2B,READY,Qualified architecture candidate; implement only with unique page content.,camera,LOCKED
B0-0296,/บริการ/รับซื้อกล้อง-fujifilm-x-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-fujifilm-อุบล/,/บริการ/รับซื้อกล้อง-fujifilm-อุบล/,รับซื้อ Fujifilm X Series อุบล,,,Fujifilm,Fujifilm X Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"Released with series-specific inspection, condition, and valuation content in Content/Expansion Batch 3.",/บริการ/รับซื้อกล้อง-fujifilm-อุบล/,/บริการ/รับซื้อกล้อง-fujifilm-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P1_RELEASED,W2A,EXISTING_OWNER,W2A_PRODUCTION_RELEASE,camera,LOCKED
B0-0297,/บริการ/รับซื้อกล้อง-fujifilm-x100-series-อุบล/,series,Series/Camera,/บริการ/รับซื้อกล้อง-fujifilm-อุบล/,/บริการ/รับซื้อกล้อง-fujifilm-อุบล/,รับซื้อ Fujifilm X100 Series อุบล,,,Fujifilm,Fujifilm X100 Series,,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,"mount/sensor/body generation, shutter count, EVF/LCD, sensor condition และอุปกรณ์ของ series",/บริการ/รับซื้อกล้อง-fujifilm-อุบล/,/บริการ/รับซื้อกล้อง-fujifilm-อุบล/; /บริการ/รับซื้อกล้อง-อุบล/,P2,W2B,READY,Qualified architecture candidate; implement only with unique page content.,camera,LOCKED
B0-0298,/บริการ/รับซื้อ-ps5-pro-อุบล/,model,Model/Gaming,/บริการ/รับซื้อ-ps5-อุบล/,/บริการ/รับซื้อ-ps5-อุบล/,รับซื้อ PlayStation 5 Pro อุบล,,,,,PlayStation 5 Pro,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,รุ่นเครื่อง ความจุ อุปกรณ์ จอย/จอ/แบต และ defect pattern เฉพาะรุ่น,/บริการ/รับซื้อ-ps5-อุบล/,/บริการ/รับซื้อ-ps5-อุบล/; /บทความ/check-game-console-before-selling/,P2,W3,READY,Qualified architecture candidate; implement only with unique page content.,gaming,LOCKED
B0-0299,/บริการ/รับซื้อ-nintendo-switch-2-อุบล/,model,Model/Gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,รับซื้อ Nintendo Switch 2 อุบล,,,,,Nintendo Switch 2,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,รุ่นเครื่อง ความจุ อุปกรณ์ จอย/จอ/แบต และ defect pattern เฉพาะรุ่น,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,/บริการ/รับซื้อ-เครื่องเกม-อุบล/; /บทความ/check-game-console-before-selling/,P2,W3,READY,Qualified architecture candidate; implement only with unique page content.,gaming,LOCKED
B0-0300,/บริการ/รับซื้อ-steam-deck-oled-อุบล/,model,Model/Gaming,/บริการ/รับซื้อ-steam-deck-อุบล/,/บริการ/รับซื้อ-steam-deck-อุบล/,รับซื้อ Steam Deck OLED อุบล,,,,,Steam Deck OLED,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,รุ่นเครื่อง ความจุ อุปกรณ์ จอย/จอ/แบต และ defect pattern เฉพาะรุ่น,/บริการ/รับซื้อ-steam-deck-อุบล/,/บริการ/รับซื้อ-steam-deck-อุบล/; /บทความ/check-game-console-before-selling/,P2,W3,READY,Qualified architecture candidate; implement only with unique page content.,gaming,LOCKED
B0-0301,/บริการ/รับซื้อ-rog-ally-x-อุบล/,model,Model/Gaming,/บริการ/รับซื้อ-rog-ally-อุบล/,/บริการ/รับซื้อ-rog-ally-อุบล/,รับซื้อ ROG Ally X อุบล,,,,,ROG Ally X,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,รุ่นเครื่อง ความจุ อุปกรณ์ จอย/จอ/แบต และ defect pattern เฉพาะรุ่น,/บริการ/รับซื้อ-rog-ally-อุบล/,/บริการ/รับซื้อ-rog-ally-อุบล/; /บทความ/check-game-console-before-selling/,P2,W3,READY,Qualified architecture candidate; implement only with unique page content.,gaming,LOCKED
B0-0302,/บริการ/รับซื้อ-lenovo-legion-go-อุบล/,model,Model/Gaming,/บริการ/รับซื้อเครื่องเกมพกพา-อุบล/,/บริการ/รับซื้อเครื่องเกมพกพา-อุบล/,รับซื้อ Lenovo Legion Go อุบล,,,,,Lenovo Legion Go,,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,รุ่นเครื่อง ความจุ อุปกรณ์ จอย/จอ/แบต และ defect pattern เฉพาะรุ่น,/บริการ/รับซื้อเครื่องเกมพกพา-อุบล/,/บริการ/รับซื้อเครื่องเกมพกพา-อุบล/; /บทความ/check-game-console-before-selling/,P2,W3,READY,Qualified architecture candidate; implement only with unique page content.,gaming,LOCKED
B0-0303,/บริการ/รับซื้อ-apple-watch-ultra-อุบล/,series,Series/Watch,/บริการ/รับซื้อ-apple-watch-อุบล/,/บริการ/รับซื้อ-apple-watch-อุบล/,รับซื้อ Apple Watch Ultra อุบล,,,Apple,Apple Watch Ultra,,,3,0.0,0.0,,5,4,5,4,3,24,1,1,1,ขนาดเคส วัสดุ GPS/Cellular แบตและสภาพจอ/ตัวเรือนของ family,/บริการ/รับซื้อ-apple-watch-อุบล/,/บริการ/รับซื้อ-apple-watch-อุบล/; /บทความ/apple-watch-unpair/,P3,W3,READY,Qualified architecture candidate; implement only with unique page content.,apple_watch,LOCKED
B0-0304,/บริการ/รับซื้อ-apple-watch-series-อุบล/,series,Series/Watch,/บริการ/รับซื้อ-apple-watch-อุบล/,/บริการ/รับซื้อ-apple-watch-อุบล/,รับซื้อ Apple Watch Series อุบล,,,Apple,Apple Watch Series,,,3,0.0,0.0,,5,4,5,4,3,24,1,1,1,ขนาดเคส วัสดุ GPS/Cellular แบตและสภาพจอ/ตัวเรือนของ family,/บริการ/รับซื้อ-apple-watch-อุบล/,/บริการ/รับซื้อ-apple-watch-อุบล/; /บทความ/apple-watch-unpair/,P3,W3,READY,Qualified architecture candidate; implement only with unique page content.,apple_watch,LOCKED
B0-0305,/บริการ/รับซื้อ-iphone-ฝาหลังแตก-อุบล/,condition,Condition,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อiPhone ฝาหลังแตก อุบล,,,,,,iPhone ฝาหลังแตก,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0306,/บริการ/รับซื้อ-iphone-face-id-เสีย-อุบล/,condition,Condition,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อiPhone Face ID เสีย อุบล,,,,,,iPhone Face ID เสีย,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0307,/บริการ/รับซื้อ-iphone-กล้องเสีย-อุบล/,condition,Condition,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อiPhone กล้องเสีย อุบล,,,,,,iPhone กล้องเสีย,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0308,/บริการ/รับซื้อ-iphone-เปิดไม่ติด-อุบล/,condition,Condition,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อiPhone เปิดไม่ติด อุบล,,,,,,iPhone เปิดไม่ติด,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0309,/บริการ/รับซื้อ-iphone-โดนน้ำ-อุบล/,condition,Condition,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อiPhone โดนน้ำ อุบล,,,,,,iPhone โดนน้ำ,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0310,/บริการ/รับซื้อ-iphone-ไม่มีกล่อง-อุบล/,condition,Condition,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/,รับซื้อiPhone ไม่มีกล่อง อุบล,,,,,,iPhone ไม่มีกล่อง,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-iphone-อุบล/,/บริการ/รับซื้อ-iphone-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,mobile,LOCKED
B0-0311,/บริการ/รับซื้อ-macbook-คีย์บอร์ดเสีย-อุบล/,condition,Condition,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,รับซื้อMacBook คีย์บอร์ดเสีย อุบล,,,,,,MacBook คีย์บอร์ดเสีย,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0312,/บริการ/รับซื้อ-macbook-โดนน้ำ-อุบล/,condition,Condition,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,รับซื้อMacBook โดนน้ำ อุบล,,,,,,MacBook โดนน้ำ,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0313,/บริการ/รับซื้อ-macbook-เปิดไม่ติด-อุบล/,condition,Condition,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,รับซื้อMacBook เปิดไม่ติด อุบล,,,,,,MacBook เปิดไม่ติด,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0314,/บริการ/รับซื้อ-macbook-ไม่มีที่ชาร์จ-อุบล/,condition,Condition,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,รับซื้อMacBook ไม่มีที่ชาร์จ อุบล,,,,,,MacBook ไม่มีที่ชาร์จ,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0315,/บริการ/รับซื้อ-macbook-บอดี้บุบ-อุบล/,condition,Condition,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/,รับซื้อMacBook บอดี้บุบ อุบล,,,,,,MacBook บอดี้บุบ,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อ-macbook-อุบล/,/บริการ/รับซื้อ-macbook-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0316,/บริการ/รับซื้อโน้ตบุ๊ก-แบตเสื่อม-อุบล/,condition,Condition,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,รับซื้อโน้ตบุ๊กแบตเสื่อม อุบล,,,,,,โน้ตบุ๊กแบตเสื่อม,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0317,/บริการ/รับซื้อโน้ตบุ๊ก-บานพับแตก-อุบล/,condition,Condition,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,รับซื้อโน้ตบุ๊กบานพับแตก อุบล,,,,,,โน้ตบุ๊กบานพับแตก,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0318,/บริการ/รับซื้อโน้ตบุ๊ก-คีย์บอร์ดเสีย-อุบล/,condition,Condition,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,รับซื้อโน้ตบุ๊กคีย์บอร์ดเสีย อุบล,,,,,,โน้ตบุ๊กคีย์บอร์ดเสีย,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
B0-0319,/บริการ/รับซื้อโน้ตบุ๊ก-ไม่มีที่ชาร์จ-อุบล/,condition,Condition,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,รับซื้อโน้ตบุ๊กไม่มีที่ชาร์จ อุบล,,,,,,โน้ตบุ๊กไม่มีที่ชาร์จ,4,0.0,0.0,,5,4,5,4,3,25,1,1,1,อาการเฉพาะ จุดตรวจ ความคุ้มค่าซ่อม/อะไหล่ ผลต่อราคา และรูปที่ต้องส่งแตกต่างจาก condition อื่น,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/; /วิธีประเมินราคา/,P2,W4,READY,Qualified architecture candidate; implement only with unique page content.,notebook,LOCKED
